lat,lng
37.77096,-122.41282
37.77929,-122.41422
37.80363,-122.42924
37.78513,-122.42113
37.76746,-122.40678
37.78569,-122.40128
37.78528,-122.40106
37.76095,-122.43472
37.77003,-122.42248
37.77234,-122.42295
37.78556,-122.40102
37.78531,-122.43255
37.80038,-122.39846
37.78518,-122.42114
37.78791,-122.39691
37.78519,-122.4212
37.75683,-122.41891
37.78534,-122.43217
37.7852,-122.43256
37.78548,-122.40099
37.77543,-122.43789
37.77542,-122.43784
37.75675,-122.41896
37.77018,-122.42251
37.77002,-122.42235
37.77001,-122.46706
37.78586,-122.40144
37.76172,-122.43499
37.78543,-122.40103
37.7675,-122.40675
37.78565,-122.40114
37.77087,-122.41277
37.75638,-122.41892
37.80042,-122.39852
37.78575,-122.40138
37.76019,-122.41376
37.78549,-122.40091
37.76985,-122.42202
37.7691,-122.41948
37.78544,-122.40108
37.77091,-122.41281
37.75623,-122.4189
37.75612,-122.41887
37.77099,-122.41284
37.78567,-122.40123
37.77003,-122.42235
37.77088,-122.41269
37.78487,-122.42092
37.78877,-122.40456
37.77015,-122.42252
37.74692,-122.41901
37.76785,-122.40677
37.76921,-122.42004
37.78552,-122.40093
37.77015,-122.46695
37.80621,-122.43188
37.74682,-122.41915
37.77097,-122.41283
37.75631,-122.41895
37.78578,-122.42071
37.76897,-122.42
37.78853,-122.39608
37.74672,-122.41932
37.76762,-122.40673
37.76214,-122.4352
37.77,-122.42152
37.76991,-122.46721
37.75637,-122.41889
37.80629,-122.43147
37.75682,-122.41894
37.76333,-122.46736
37.7853,-122.43254
37.74671,-122.41919
37.76971,-122.42246
37.78547,-122.40103
37.75655,-122.41903
37.78572,-122.40128
37.7846,-122.42112
37.80646,-122.43163
37.78514,-122.43268
37.7854,-122.40087
37.76908,-122.42
37.74654,-122.41921
37.747,-122.41911
37.78564,-122.39985
37.78578,-122.40133
37.76747,-122.40678
37.7849,-122.42124
37.76196,-122.43509
37.80051,-122.39858
37.78468,-122.42132
37.80075,-122.39884
37.76247,-122.43406
37.78529,-122.42122
37.77846,-122.41503
37.78519,-122.42115
37.75621,-122.41881
37.7567,-122.41894
37.78846,-122.39637
37.76024,-122.41373
37.7601,-122.41375
37.7881,-122.39683
37.8005,-122.3986
37.78514,-122.42116
37.80749,-122.42993
37.76751,-122.40673
37.78532,-122.4212
37.76769,-122.40675
37.77057,-122.42033
37.77004,-122.42246
37.78546,-122.40103
37.7793,-122.41412
37.75621,-122.41898
37.77011,-122.42228
37.76755,-122.40669
37.7855,-122.40093
37.80687,-122.43099
37.80576,-122.43147
37.77094,-122.41276
37.77678,-122.41533
37.78594,-122.40143
37.76072,-122.4193
37.80055,-122.39861
37.76993,-122.46723
37.78528,-122.43229
37.76209,-122.41576
37.80708,-122.43001
37.78523,-122.43256
37.76717,-122.4068
37.75656,-122.41894
37.7691,-122.41945
37.80458,-122.40243
37.78467,-122.40444
37.78502,-122.42108
37.75626,-122.41886
37.75613,-122.41884
37.78545,-122.42135
37.76901,-122.42001
37.78515,-122.43275
37.74691,-122.41914
37.78514,-122.43282
37.78528,-122.43238
37.77892,-122.41448
37.80079,-122.39881
37.76145,-122.43503
37.78516,-122.42116
37.78552,-122.40104
37.78493,-122.43301
37.75704,-122.41867
37.75628,-122.41891
37.78553,-122.4011
37.75628,-122.41883
37.76223,-122.43519
37.7794,-122.41502
37.76736,-122.40674
37.78543,-122.40093
37.77061,-122.46633
37.75626,-122.41891
37.7865,-122.40182
37.75629,-122.41887
37.76881,-122.42
37.77934,-122.41414
37.80069,-122.39879
37.77479,-122.43775
37.75671,-122.41895
37.75699,-122.41963
37.74691,-122.41912
37.78767,-122.39715
37.76758,-122.40674
37.7614,-122.43502
37.76766,-122.40675
37.78549,-122.40098
37.75678,-122.41894
37.78531,-122.42099
37.77333,-122.42102
37.74666,-122.41928
37.77102,-122.41285
37.77526,-122.4378
37.75667,-122.41895
37.779,-122.41447
37.76757,-122.40681
37.78515,-122.4329
37.78549,-122.4009
37.78533,-122.43255
37.76017,-122.41374
37.78537,-122.40084
37.75621,-122.41882
37.75646,-122.41892
37.769,-122.41986
37.78515,-122.42108
37.78585,-122.40135
37.75663,-122.41886
37.78782,-122.39715
37.76755,-122.40672
37.76024,-122.41374
37.8005,-122.39858
37.76921,-122.41994
37.76026,-122.41372
37.77948,-122.41509
37.78516,-122.42116
37.80721,-122.43061
37.77019,-122.46686
37.76738,-122.40667
37.75641,-122.41884
37.77095,-122.41278
37.78508,-122.42117
37.74669,-122.41925
37.76033,-122.41379
37.77543,-122.43787
37.76025,-122.41378
37.76015,-122.41371
37.76187,-122.4351
37.80636,-122.4378
37.76775,-122.40673
37.75671,-122.41893
37.76984,-122.42223
37.74681,-122.41918
37.76088,-122.41929
37.80085,-122.39887
37.8005,-122.39852
37.77092,-122.41291
37.77093,-122.41287
37.76023,-122.41372
37.78523,-122.43232
37.78523,-122.43248
37.76238,-122.43523
37.75627,-122.41891
37.77095,-122.4128
37.76903,-122.42004
37.7562,-122.4189
37.80744,-122.43001
37.77091,-122.41291
37.7855,-122.40097
37.76744,-122.40673
37.76751,-122.40685
37.76973,-122.42238
37.77015,-122.46695
37.78499,-122.42894
37.77003,-122.42232
37.74678,-122.41878
37.7705,-122.4224
37.80219,-122.40012
37.78528,-122.4327
37.76216,-122.43518
37.7691,-122.4195
37.78506,-122.42113
37.75644,-122.4189
37.78686,-122.40134
37.78518,-122.43265
37.78509,-122.43323
37.75603,-122.41882
37.762,-122.43511
37.76209,-122.43522
37.77012,-122.46695
37.7754,-122.43784
37.76905,-122.41998
37.76897,-122.41997
37.75691,-122.4189
37.76028,-122.4137
37.76757,-122.40673
37.78516,-122.42118
37.78522,-122.43271
37.74639,-122.41923
37.76912,-122.41999
37.78604,-122.41143
37.77004,-122.42233
37.78557,-122.40112
37.7855,-122.40109
37.76997,-122.42229
37.77854,-122.41497
37.77005,-122.42248
37.78759,-122.39742
37.7691,-122.41998
37.80079,-122.39877
37.78777,-122.39708
37.75673,-122.41896
37.76077,-122.43494
37.75545,-122.41911
37.76018,-122.4138
37.76901,-122.42
37.76062,-122.4138
37.78497,-122.42103
37.75682,-122.41897
37.75687,-122.41897
37.75659,-122.41894
37.78498,-122.42118
37.78406,-122.39933
37.78769,-122.39679
37.78496,-122.4211
37.76033,-122.41376
37.7606,-122.41388
37.77,-122.42231
37.77086,-122.41232
37.76476,-122.42462
37.77017,-122.46689
37.78533,-122.42122
37.78511,-122.4211
37.76753,-122.42434
37.80565,-122.43146
37.77573,-122.43786
37.78519,-122.43252
37.80722,-122.4313
37.78518,-122.43266
37.76015,-122.41376
37.77004,-122.42249
37.80673,-122.43197
37.78795,-122.39686
37.76007,-122.41377
37.77094,-122.41284
37.78518,-122.43263
37.77011,-122.46694
37.78547,-122.40093
37.7691,-122.41997
37.80079,-122.39883
37.77024,-122.46681
37.78528,-122.43257
37.77018,-122.46693
37.7622,-122.43518
37.78585,-122.40157
37.78524,-122.43258
37.77101,-122.41294
37.78554,-122.40108
37.76022,-122.41377
37.78579,-122.40133
37.75691,-122.41895
37.78512,-122.42111
37.75668,-122.41887
37.76981,-122.46745
37.75632,-122.41891
37.76216,-122.43523
37.7562,-122.41885
37.80539,-122.43242
37.78489,-122.42118
37.78464,-122.42108
37.75647,-122.4189
37.80662,-122.43084
37.76231,-122.4352
37.78545,-122.40092
37.78509,-122.42111
37.78522,-122.42118
37.78515,-122.43288
37.76198,-122.43511
37.77783,-122.41283
37.75625,-122.41884
37.78516,-122.39989
37.75649,-122.4188
37.78525,-122.4328
37.80047,-122.39852
37.75657,-122.41899
37.78819,-122.39648
37.78526,-122.43217
37.80544,-122.43214
37.76206,-122.43521
37.78528,-122.42124
37.80509,-122.4336
37.80739,-122.43007
37.78506,-122.42117
37.74677,-122.41928
37.76019,-122.41376
37.78486,-122.4211
37.78532,-122.421
37.77014,-122.42245
37.80084,-122.39885
37.75676,-122.41891
37.76023,-122.41376
37.76054,-122.4142
37.78791,-122.39686
37.76752,-122.40671
37.76784,-122.42142
37.7564,-122.41888
37.8051,-122.43326
37.76905,-122.42006
37.78524,-122.43251
37.80528,-122.43236
37.77573,-122.43786
37.78514,-122.43274
37.78562,-122.40122
37.76408,-122.46625
37.78503,-122.42103
37.78523,-122.43233
37.78535,-122.42118
37.7675,-122.40672
37.8008,-122.39886
37.78532,-122.40085
37.76908,-122.41997
37.77101,-122.41296
37.75698,-122.41899
37.77915,-122.41502
37.75652,-122.41893
37.78499,-122.42117
37.75566,-122.41874
37.78521,-122.43278
37.80529,-122.42708
37.78563,-122.39983
37.80131,-122.39931
37.77582,-122.43807
37.78591,-122.42126
37.78526,-122.43274
37.78787,-122.39686
37.78527,-122.43256
37.7756,-122.43782
37.78548,-122.40099
37.7754,-122.43783
37.7555,-122.4186
37.77092,-122.41292
37.78524,-122.42117
37.77515,-122.43791
37.75615,-122.41892
37.7702,-122.46681
37.80132,-122.39928
37.78511,-122.42116
37.76757,-122.40674
37.76965,-122.42229
37.77021,-122.46687
37.75626,-122.41894
37.78792,-122.39698
37.78529,-122.43224
37.74685,-122.41922
37.78518,-122.43273
37.76984,-122.42203
37.74693,-122.41913
37.77004,-122.42249
37.80126,-122.39923
37.80543,-122.43223
37.77572,-122.43781
37.76763,-122.40671
37.76757,-122.40675
37.78788,-122.39688
37.76915,-122.41986
37.77023,-122.46681
37.77919,-122.41416
37.75694,-122.41895
37.78518,-122.43269
37.76019,-122.41382
37.75663,-122.41886
37.75671,-122.41887
37.80559,-122.4319
37.7852,-122.43266
37.76738,-122.40674
37.77572,-122.43804
37.76218,-122.43525
37.78797,-122.39701
37.76489,-122.43252
37.78526,-122.43237
37.75642,-122.41893
37.77005,-122.42247
37.78783,-122.39692
37.76774,-122.40679
37.80572,-122.4315
37.7603,-122.41378
37.7709,-122.41219
37.78508,-122.4212
37.75662,-122.41894
37.80508,-122.43299
37.76749,-122.40671
37.78558,-122.40109
37.78189,-122.41064
37.77182,-122.41401
37.80509,-122.43261
37.78527,-122.43261
37.78521,-122.43261
37.7792,-122.41414
37.78525,-122.4211
37.77539,-122.43785
37.80562,-122.4316
37.78498,-122.43301
37.74637,-122.41934
37.76021,-122.41368
37.78504,-122.42108
37.78608,-122.4214
37.80678,-122.43098
37.77833,-122.41629
37.78529,-122.4212
37.77034,-122.46678
37.78561,-122.40125
37.75678,-122.41895
37.76996,-122.42223
37.74685,-122.41909
37.7701,-122.46693
37.77559,-122.43779
37.75632,-122.41888
37.7691,-122.41995
37.76911,-122.46537
37.76753,-122.40677
37.77961,-122.41504
37.78529,-122.43214
37.80052,-122.39858
37.76021,-122.41378
37.77002,-122.42229
37.75671,-122.41892
37.77092,-122.42257
37.80039,-122.39847
37.78552,-122.40106
37.78306,-122.41934
37.78557,-122.40117
37.74675,-122.41923
37.75641,-122.41888
37.76484,-122.42281
37.7853,-122.43255
37.78527,-122.40085
37.78552,-122.40083
37.77093,-122.41277
37.78514,-122.43268
37.75613,-122.41885
37.75672,-122.4188
37.78528,-122.43252
37.78515,-122.43273
37.77005,-122.46707
37.77881,-122.4153
37.78513,-122.42112
37.77596,-122.43293
37.77528,-122.43779
37.78505,-122.42108
37.78504,-122.42113
37.77086,-122.41288
37.77162,-122.4138
37.80585,-122.43187
37.7559,-122.41885
37.76907,-122.41977
37.7602,-122.41371
37.80564,-122.43148
37.77538,-122.43785
37.74677,-122.41873
37.75662,-122.41895
37.77013,-122.42224
37.78521,-122.43267
37.75623,-122.41891
37.78554,-122.40111
37.74677,-122.41927
37.80631,-122.43147
37.77095,-122.41289
37.76918,-122.41999
37.77092,-122.41276
37.75625,-122.41887
37.76754,-122.40668
37.76912,-122.4196
37.77556,-122.43788
37.78514,-122.43284
37.77551,-122.4379
37.74673,-122.41921
37.78573,-122.40134
37.78555,-122.40106
37.78532,-122.43257
37.78051,-122.42406
37.78479,-122.42114
37.75648,-122.41891
37.78527,-122.42115
37.78489,-122.42109
37.76993,-122.42201
37.75552,-122.41849
37.76048,-122.41377
37.77545,-122.43784
37.75693,-122.419
37.76019,-122.41378
37.78517,-122.43264
37.76781,-122.40676
37.78514,-122.4329
37.76916,-122.41997
37.80036,-122.39847
37.75669,-122.41893
37.7799,-122.40286
37.80658,-122.43041
37.75676,-122.41899
37.76003,-122.41309
37.78499,-122.43297
37.78559,-122.40101
37.76059,-122.41387
37.78557,-122.40106
37.74597,-122.41974
37.76761,-122.40668
37.77906,-122.437
37.78531,-122.43213
37.77561,-122.43791
37.77891,-122.41447
37.80541,-122.43207
37.76232,-122.43525
37.77003,-122.46707
37.78457,-122.43269
37.74618,-122.41941
37.78509,-122.42112
37.78775,-122.4578
37.76733,-122.40673
37.762,-122.43517
37.75262,-122.41332
37.77099,-122.41282
37.7602,-122.41374
37.77111,-122.41296
37.78533,-122.43258
37.75633,-122.41887
37.74697,-122.41894
37.7852,-122.42118
37.76192,-122.4351
37.78566,-122.401
37.78525,-122.43269
37.78531,-122.40024
37.75643,-122.41895
37.78555,-122.40102
37.7703,-122.42235
37.78523,-122.42121
37.78698,-122.3985
37.77009,-122.46703
37.76952,-122.42231
37.77096,-122.41298
37.80577,-122.43145
37.76015,-122.41373
37.78519,-122.43286
37.80506,-122.43408
37.7849,-122.42143
37.76902,-122.42015
37.76905,-122.42
37.77913,-122.41498
37.78525,-122.43256
37.77095,-122.4128
37.77571,-122.4379
37.74666,-122.41909
37.77003,-122.4671
37.76761,-122.40676
37.74671,-122.4193
37.74687,-122.41922
37.78531,-122.42116
37.77837,-122.41651
37.7676,-122.40671
37.75703,-122.41926
37.78505,-122.43371
37.77008,-122.46707
37.77072,-122.41252
37.78503,-122.42116
37.77547,-122.43779
37.77787,-122.4127
37.76912,-122.42005
37.78516,-122.43294
37.78522,-122.4324
37.80069,-122.39876
37.75631,-122.41888
37.76996,-122.46723
37.80733,-122.42988
37.77013,-122.42238
37.75627,-122.41893
37.77007,-122.4224
37.76247,-122.43548
37.78562,-122.40119
37.78528,-122.4208
37.78514,-122.43295
37.77879,-122.41536
37.76752,-122.4067
37.78491,-122.4211
37.77089,-122.4129
37.77009,-122.46698
37.80017,-122.3982
37.74673,-122.41925
37.77004,-122.42235
37.78544,-122.40095
37.76014,-122.4138
37.74682,-122.41899
37.78497,-122.42109
37.7602,-122.41372
37.80724,-122.42993
37.756,-122.41889
37.80528,-122.42588
37.76894,-122.42002
37.78433,-122.42093
37.7618,-122.43509
37.77004,-122.46708
37.78509,-122.42114
37.78493,-122.4212
37.75625,-122.4189
37.76053,-122.41373
37.78531,-122.43252
37.76758,-122.40672
37.75665,-122.41896
37.80132,-122.39931
37.77562,-122.43778
37.74678,-122.4193
37.76024,-122.41377
37.77102,-122.41302
37.80642,-122.43144
37.76908,-122.41983
37.77171,-122.41412
37.78578,-122.40103
37.77027,-122.46676
37.74655,-122.4194
37.80052,-122.39867
37.76703,-122.40664
37.75593,-122.41887
37.77816,-122.40949
37.78802,-122.39667
37.78556,-122.40102
37.76999,-122.42232
37.75659,-122.41893
37.76232,-122.43524
37.74654,-122.4192
37.78548,-122.4009
37.75653,-122.41892
37.78543,-122.40023
37.75621,-122.41882
37.75606,-122.41884
37.77549,-122.43784
37.76711,-122.40666
37.77111,-122.41304
37.78533,-122.43234
37.78781,-122.39703
37.78791,-122.39688
37.7563,-122.41891
37.76878,-122.42001
37.77934,-122.41408
37.78515,-122.40055
37.78504,-122.42114
37.80552,-122.43161
37.8051,-122.43346
37.7889,-122.4261
37.78499,-122.42108
37.76176,-122.43501
37.7711,-122.41297
37.75626,-122.41892
37.77021,-122.42241
37.75677,-122.41893
37.76975,-122.42226
37.77924,-122.41417
37.8053,-122.43235
37.76018,-122.41375
37.78504,-122.42113
37.76778,-122.40674
37.78553,-122.40109
37.75648,-122.41887
37.76906,-122.42
37.76021,-122.41374
37.78764,-122.39725
37.76216,-122.43518
37.74663,-122.41907
37.78555,-122.401
37.78523,-122.43258
37.77033,-122.4668
37.75623,-122.41893
37.78797,-122.39692
37.7701,-122.42247
37.7853,-122.43262
37.78524,-122.40066
37.77027,-122.46676
37.78518,-122.4211
37.7603,-122.41378
37.76895,-122.41999
37.7861,-122.40216
37.75687,-122.41895
37.771,-122.41286
37.76095,-122.43416
37.77095,-122.41278
37.77095,-122.41283
37.80625,-122.43192
37.76968,-122.42247
37.78511,-122.42119
37.77005,-122.41784
37.76908,-122.42001
37.80087,-122.39894
37.75664,-122.41896
37.79733,-122.4105
37.74673,-122.4193
37.75638,-122.41884
37.76765,-122.43109
37.78751,-122.39732
37.80546,-122.43158
37.75631,-122.41889
37.7852,-122.43266
37.78508,-122.42112
37.80498,-122.43228
37.76098,-122.41277
37.76744,-122.40666
37.78759,-122.39725
37.78525,-122.43261
37.76993,-122.42205
37.78514,-122.42109
37.76906,-122.41994
37.78525,-122.42106
37.77567,-122.43792
37.8008,-122.39885
37.77025,-122.46682
37.75677,-122.41895
37.76016,-122.41377
37.78966,-122.39771
37.77092,-122.41284
37.74698,-122.4191
37.77539,-122.43776
37.80077,-122.39879
37.76755,-122.40683
37.78542,-122.40094
37.78541,-122.40109
37.78504,-122.42002
37.80732,-122.43016
37.76212,-122.43521
37.75624,-122.4189
37.76802,-122.40679
37.78526,-122.43257
37.75668,-122.41892
37.76022,-122.41377
37.76017,-122.41375
37.75663,-122.41897
37.75601,-122.41875
37.77002,-122.4672
37.74675,-122.41923
37.77523,-122.43782
37.78522,-122.43269
37.78584,-122.40253
37.76019,-122.41373
37.78525,-122.43228
37.75634,-122.41887
37.75627,-122.41885
37.75659,-122.41894
37.80726,-122.43068
37.78551,-122.40096
37.76198,-122.43516
37.76993,-122.42213
37.80134,-122.39928
37.77029,-122.4667
37.75685,-122.41897
37.8006,-122.39866
37.78533,-122.43286
37.78556,-122.40096
37.76769,-122.40669
37.76214,-122.43512
37.78552,-122.40099
37.77105,-122.41298
37.7621,-122.43521
37.80635,-122.43172
37.76927,-122.4353
37.76183,-122.43507
37.77005,-122.42248
37.76157,-122.43506
37.77934,-122.41511
37.77063,-122.4123
37.76027,-122.41376
37.75625,-122.4188
37.7878,-122.3971
37.76216,-122.43517
37.78489,-122.42066
37.78546,-122.40099
37.75648,-122.4189
37.77,-122.46714
37.77114,-122.41314
37.75623,-122.41889
37.74821,-122.41795
37.74673,-122.41925
37.80676,-122.43202
37.75712,-122.41898
37.76999,-122.4671
37.78556,-122.40119
37.78525,-122.43284
37.77932,-122.41421
37.7562,-122.41889
37.76007,-122.41371
37.74657,-122.41933
37.77876,-122.41543
37.75624,-122.41883
37.78519,-122.4328
37.75635,-122.41891
37.75672,-122.41894
37.77098,-122.41287
37.74673,-122.41924
37.78536,-122.42125
37.77019,-122.4225
37.7568,-122.41895
37.80624,-122.43174
37.75666,-122.41896
37.77014,-122.46691
37.78499,-122.42112
37.78513,-122.42114
37.75561,-122.41875
37.78782,-122.39703
37.78457,-122.42111
37.75631,-122.41887
37.77098,-122.41286
37.75644,-122.41895
37.78543,-122.40106
37.77098,-122.4129
37.76748,-122.40675
37.80344,-122.43074
37.77569,-122.43786
37.78536,-122.42124
37.80751,-122.43007
37.80569,-122.4316
37.78506,-122.42113
37.78547,-122.40095
37.76765,-122.4068
37.80565,-122.4316
37.78586,-122.40138
37.77001,-122.42248
37.8003,-122.39844
37.78549,-122.40093
37.76203,-122.43506
37.7857,-122.4013
37.76227,-122.43522
37.80536,-122.43357
37.75626,-122.41877
37.77926,-122.41424
37.78522,-122.43285
37.80064,-122.39865
37.80058,-122.39858
37.76911,-122.42006
37.75658,-122.41885
37.7855,-122.40096
37.76911,-122.41969
37.7712,-122.41319
37.78467,-122.42109
37.75669,-122.41888
37.75645,-122.41888
37.77006,-122.46703
37.74675,-122.41921
37.75629,-122.41884
37.75695,-122.41903
37.75641,-122.4189
37.76022,-122.41379
37.76973,-122.46764
37.77079,-122.41254
37.75661,-122.41896
37.76909,-122.41952
37.76058,-122.4137
37.77,-122.46715
37.77575,-122.43795
37.80049,-122.39898
37.77105,-122.41289
37.78513,-122.40068
37.80542,-122.43211
37.78516,-122.42113
37.76009,-122.41373
37.76764,-122.40677
37.78545,-122.40093
37.75644,-122.41884
37.75652,-122.41897
37.77028,-122.4225
37.77565,-122.43789
37.77102,-122.41294
37.80058,-122.39862
37.77,-122.42251
37.78511,-122.42103
37.77005,-122.42236
37.75674,-122.41891
37.7643,-122.4071
37.78519,-122.4329
37.77115,-122.41303
37.78815,-122.3965
37.76022,-122.41379
37.77807,-122.4385
37.78525,-122.42117
37.78465,-122.42104
37.7755,-122.43783
37.80675,-122.40572
37.78561,-122.39992
37.74656,-122.41923
37.77001,-122.42232
37.78776,-122.39695
37.80077,-122.39879
37.78535,-122.40094
37.78519,-122.42123
37.77835,-122.41505
37.78784,-122.39673
37.80528,-122.42709
37.76219,-122.43521
37.76747,-122.40668
37.78564,-122.40111
37.78525,-122.43251
37.80526,-122.43232
37.7563,-122.41892
37.7566,-122.41894
37.79993,-122.39796
37.78518,-122.4328
37.78468,-122.40008
37.7604,-122.43499
37.76998,-122.42217
37.75693,-122.41882
37.77934,-122.41408
37.78484,-122.42087
37.80053,-122.39855
37.76187,-122.43507
37.76994,-122.42228
37.77957,-122.41506
37.77084,-122.41267
37.75662,-122.41895
37.78524,-122.42085
37.78551,-122.43154
37.785,-122.42113
37.75617,-122.41882
37.74664,-122.41931
37.75613,-122.41882
37.76916,-122.41996
37.80525,-122.43248
37.76909,-122.41998
37.76013,-122.41374
37.74705,-122.41887
37.77005,-122.42234
37.7853,-122.43257
37.77573,-122.4379
37.80538,-122.4322
37.76016,-122.41374
37.77,-122.46716
37.77927,-122.41424
37.77579,-122.43795
37.76696,-122.40671
37.77004,-122.46708
37.78511,-122.42114
37.80719,-122.43066
37.76768,-122.40675
37.78553,-122.40102
37.76921,-122.42225
37.75672,-122.41898
37.78792,-122.3968
37.769,-122.41993
37.77549,-122.43788
37.75605,-122.41883
37.77086,-122.41279
37.80616,-122.43568
37.78514,-122.42114
37.77088,-122.41263
37.77093,-122.41274
37.75562,-122.41885
37.78559,-122.40101
37.76746,-122.4067
37.77079,-122.41257
37.74662,-122.41925
37.77884,-122.41532
37.80039,-122.39844
37.77001,-122.42249
37.77551,-122.43786
37.76214,-122.43521
37.80085,-122.39887
37.74662,-122.41926
37.77013,-122.46691
37.75661,-122.41894
37.78528,-122.43252
37.76018,-122.41379
37.76056,-122.4138
37.78523,-122.43274
37.76307,-122.43528
37.77575,-122.43806
37.78519,-122.43272
37.7604,-122.41375
37.76999,-122.42235
37.76904,-122.41996
37.78527,-122.43263
37.80546,-122.43212
37.78,-122.41515
37.75627,-122.41888
37.78517,-122.42111
37.77904,-122.41455
37.80636,-122.43189
37.77011,-122.46698
37.76018,-122.41377
37.75665,-122.41881
37.75614,-122.41893
37.77831,-122.41508
37.78503,-122.42106
37.7851,-122.42111
37.76958,-122.42239
37.77029,-122.41355
37.77089,-122.41275
37.78514,-122.43335
37.76005,-122.41373
37.77101,-122.41285
37.75998,-122.41365
37.80538,-122.43167
37.76915,-122.41971
37.76993,-122.42234
37.78533,-122.4323
37.76984,-122.42204
37.78393,-122.43174
37.78539,-122.40083
37.80716,-122.43106
37.78559,-122.4012
37.76914,-122.42019
37.78466,-122.42106
37.78508,-122.42119
37.75636,-122.41887
37.7854,-122.43171
37.79195,-122.39686
37.80553,-122.43214
37.77539,-122.43782
37.76213,-122.43521
37.77008,-122.46706
37.77097,-122.41292
37.7567,-122.41892
37.76902,-122.41998
37.80495,-122.43353
37.78522,-122.43235
37.785,-122.42122
37.77938,-122.41399
37.76755,-122.40677
37.75619,-122.41894
37.80052,-122.39856
37.78556,-122.40114
37.78547,-122.40099
37.78552,-122.40104
37.77021,-122.46681
37.76984,-122.46743
37.75624,-122.41888
37.78497,-122.42122
37.76772,-122.40669
37.76019,-122.41377
37.80626,-122.4319
37.78555,-122.43321
37.77001,-122.46715
37.77084,-122.41248
37.76236,-122.43525
37.762,-122.43512
37.78557,-122.40082
37.78285,-122.39763
37.78797,-122.39695
37.77117,-122.41309
37.76041,-122.41377
37.75634,-122.41883
37.75629,-122.41883
37.78517,-122.42128
37.76918,-122.41996
37.75628,-122.41889
37.76,-122.41377
37.7606,-122.41384
37.78795,-122.39665
37.76018,-122.41388
37.77567,-122.43785
37.76015,-122.41373
37.7602,-122.41374
37.80054,-122.39858
37.78254,-122.39764
37.75627,-122.41889
37.77085,-122.41269
37.7622,-122.43513
37.77108,-122.41301
37.75625,-122.41885
37.75662,-122.41886
37.785,-122.42114
37.77104,-122.4131
37.78523,-122.42117
37.78511,-122.42111
37.75627,-122.41886
37.77097,-122.41285
37.76918,-122.42017
37.76218,-122.43519
37.78553,-122.40104
37.76947,-122.41998
37.7565,-122.41894
37.77505,-122.43778
37.74708,-122.419
37.78513,-122.42097
37.78528,-122.43254
37.80044,-122.39856
37.76998,-122.4672
37.78506,-122.4211
37.75606,-122.41874
37.80732,-122.43027
37.7852,-122.43242
37.74689,-122.41913
37.75626,-122.41892
37.7673,-122.40672
37.74939,-122.42567
37.77569,-122.43785
37.78552,-122.40104
37.78546,-122.40013
37.76752,-122.4067
37.77004,-122.42218
37.78517,-122.40065
37.76999,-122.46713
37.75655,-122.41886
37.78779,-122.39713
37.78454,-122.42119
37.75615,-122.41885
37.80557,-122.43155
37.80627,-122.4319
37.77712,-122.41585
37.80049,-122.39857
37.75594,-122.41882
37.77901,-122.41499
37.80079,-122.39881
37.75624,-122.41892
37.77559,-122.43786
37.78523,-122.43273
37.76237,-122.43525
37.78731,-122.39759
37.78498,-122.42108
37.78511,-122.40032
37.77079,-122.41277
37.76008,-122.41818
37.76181,-122.43515
37.77021,-122.4223
37.74681,-122.4192
37.76021,-122.41373
37.74706,-122.41907
37.78612,-122.40183
37.78536,-122.40094
37.80715,-122.43161
37.76193,-122.4351
37.77022,-122.42244
37.77019,-122.46686
37.76099,-122.43507
37.76763,-122.40672
37.78494,-122.42114
37.75663,-122.41898
37.78783,-122.39692
37.76754,-122.40683
37.77549,-122.43781
37.80678,-122.43094
37.78531,-122.40074
37.77101,-122.41306
37.7691,-122.42004
37.78522,-122.43269
37.7468,-122.4192
37.75624,-122.4189
37.78524,-122.43253
37.76013,-122.41373
37.8063,-122.43171
37.78211,-122.40758
37.76917,-122.41999
37.76759,-122.40676
37.76903,-122.41995
37.76173,-122.43512
37.7853,-122.43211
37.77542,-122.43785
37.7851,-122.4211
37.7677,-122.40675
37.77114,-122.41293
37.77157,-122.46745
37.80065,-122.39868
37.75675,-122.41899
37.74675,-122.41929
37.78465,-122.42105
37.78786,-122.39709
37.77106,-122.41282
37.78553,-122.40096
37.77097,-122.41287
37.80593,-122.44178
37.76885,-122.42001
37.80136,-122.39935
37.75625,-122.41888
37.75707,-122.41881
37.77091,-122.41289
37.77005,-122.46703
37.75667,-122.41893
37.78498,-122.42113
37.78528,-122.43246
37.78525,-122.43272
37.78529,-122.43253
37.76758,-122.40672
37.77912,-122.41439
37.78806,-122.39706
37.78522,-122.43264
37.77009,-122.4671
37.78767,-122.39717
37.76152,-122.43506
37.77009,-122.46703
37.78556,-122.40101
37.77928,-122.41403
37.75681,-122.41894
37.7676,-122.40672
37.77014,-122.4225
37.7851,-122.42113
37.75652,-122.41889
37.77546,-122.43784
37.78782,-122.39705
37.76621,-122.46638
37.76211,-122.43523
37.77925,-122.41408
37.75646,-122.41892
37.7853,-122.42119
37.76056,-122.41392
37.76751,-122.40674
37.78536,-122.42119
37.78512,-122.42107
37.76172,-122.43502
37.76752,-122.40671
37.79741,-122.422
37.76211,-122.43514
37.78574,-122.40117
37.76906,-122.41996
37.76227,-122.43522
37.80693,-122.43052
37.7467,-122.4193
37.78515,-122.43273
37.7854,-122.40079
37.78795,-122.39685
37.76913,-122.41994
